depth,width,n_params,seed,final_train_acc,final_test_acc,final_train_loss,actual_epochs,flops_per_epoch,optimization_failure,loss_ep10,loss_ep20,loss_ep30,loss_ep60,regime,budget,fixed_w,corruption,param_err_pct
2,199,198811,99,0.9999,0.4748,0.01202,117,3952140000,False,1.59532,1.15836,0.65536,0.08687,iso_param,200000.0,,0.6,0.5945
2,199,198811,256,0.9999,0.443,0.01104,114,3952140000,False,1.62179,1.12895,0.70815,0.10412,iso_param,200000.0,,0.6,0.5945
2,199,198811,42,0.9999,0.0975,0.01651,108,3952140000,False,1.93741,1.4067,1.16272,0.10609,iso_param,200000.0,,1.0,0.5945
2,199,198811,123,0.9999,0.0963,0.01467,118,3952140000,False,1.93035,1.51878,1.10273,0.14776,iso_param,200000.0,,1.0,0.5945
2,199,198811,7,0.9999,0.0908,0.01678,120,3952140000,False,1.93608,1.41894,1.05917,0.14995,iso_param,200000.0,,1.0,0.5945
2,199,198811,17,0.9999,0.1106,0.0172,113,3952140000,False,1.94534,1.34719,0.92599,0.15796,iso_param,200000.0,,1.0,0.5945
2,199,198811,99,0.9999,0.1046,0.01631,117,3952140000,False,1.94121,1.38613,0.9874,0.12861,iso_param,200000.0,,1.0,0.5945
2,199,198811,256,1.0,0.088,0.01588,112,3952140000,False,1.92461,1.41635,0.99254,0.1071,iso_param,200000.0,,1.0,0.5945
4,156,198754,42,1.0,0.8595,0.0023,74,3937440000,False,0.30804,0.1019,0.03102,0.00374,iso_param,200000.0,,0.0,0.623
4,156,198754,123,0.9899,0.8487,0.03039,48,3937440000,False,0.13993,0.11946,0.05986,,iso_param,200000.0,,0.0,0.623
4,156,198754,7,1.0,0.8559,0.00176,83,3937440000,False,0.17265,0.06529,0.05798,0.00714,iso_param,200000.0,,0.0,0.623
4,156,198754,17,0.9979,0.8575,0.00795,56,3937440000,False,0.14597,0.08595,0.08059,,iso_param,200000.0,,0.0,0.623
4,156,198754,99,0.988,0.8471,0.03289,45,3937440000,False,0.194,0.1638,0.06486,,iso_param,200000.0,,0.0,0.623
4,156,198754,256,0.9977,0.8526,0.01006,54,3937440000,False,0.17924,0.14363,0.03627,,iso_param,200000.0,,0.0,0.623
4,156,198754,42,1.0,0.8148,0.0015,98,3937440000,False,0.63927,0.25575,0.12958,0.01778,iso_param,200000.0,,0.1,0.623
4,156,198754,123,1.0,0.8098,0.00267,85,3937440000,False,0.48055,0.2045,0.06979,0.01045,iso_param,200000.0,,0.1,0.623
4,156,198754,7,1.0,0.817,0.00247,84,3937440000,False,0.49995,0.20366,0.14497,0.02976,iso_param,200000.0,,0.1,0.623
4,156,198754,17,1.0,0.816,0.002,94,3937440000,False,0.47684,0.2163,0.17001,0.01046,iso_param,200000.0,,0.1,0.623
4,156,198754,99,1.0,0.8085,0.00343,78,3937440000,False,0.47328,0.26608,0.1549,0.01146,iso_param,200000.0,,0.1,0.623
4,156,198754,256,0.9998,0.8113,0.00579,74,3937440000,False,0.49565,0.32707,0.11704,0.01228,iso_param,200000.0,,0.1,0.623
4,156,198754,42,0.9999,0.696,0.00253,95,3937440000,False,0.96943,0.57296,0.21674,0.02034,iso_param,200000.0,,0.3,0.623
4,156,198754,123,1.0,0.6805,0.0025,93,3937440000,False,0.99286,0.51288,0.23269,0.01579,iso_param,200000.0,,0.3,0.623
4,156,198754,7,1.0,0.6972,0.0023,100,3937440000,False,1.03194,0.55368,0.27055,0.03086,iso_param,200000.0,,0.3,0.623
4,156,198754,17,1.0,0.6959,0.00201,99,3937440000,False,0.97662,0.53016,0.24291,0.02059,iso_param,200000.0,,0.3,0.623
4,156,198754,99,0.9999,0.6901,0.00267,91,3937440000,False,0.95077,0.567,0.25405,0.02893,iso_param,200000.0,,0.3,0.623
4,156,198754,256,0.9999,0.6724,0.00271,91,3937440000,False,0.99069,0.50898,0.24915,0.02948,iso_param,200000.0,,0.3,0.623
4,156,198754,42,0.9999,0.4535,0.00294,98,3937440000,False,1.5445,1.00303,0.45199,0.02331,iso_param,200000.0,,0.6,0.623
4,156,198754,123,1.0,0.4496,0.00264,106,3937440000,False,1.59036,0.90606,0.502,0.04015,iso_param,200000.0,,0.6,0.623
4,156,198754,7,0.9999,0.4437,0.00249,105,3937440000,False,1.56337,0.93514,0.41596,0.03874,iso_param,200000.0,,0.6,0.623
4,156,198754,17,1.0,0.457,0.00273,99,3937440000,False,1.52669,0.96814,0.39815,0.03968,iso_param,200000.0,,0.6,0.623
4,156,198754,99,0.9999,0.446,0.00277,95,3937440000,False,1.51197,0.91396,0.42032,0.02624,iso_param,200000.0,,0.6,0.623
4,156,198754,256,0.9999,0.4402,0.00281,101,3937440000,False,1.53532,0.93817,0.45994,0.02082,iso_param,200000.0,,0.6,0.623
4,156,198754,42,1.0,0.1071,0.00282,104,3937440000,False,1.84951,1.17976,0.66598,0.04242,iso_param,200000.0,,1.0,0.623
4,156,198754,123,1.0,0.0927,0.00253,110,3937440000,False,1.84101,1.14902,0.65485,0.03587,iso_param,200000.0,,1.0,0.623
4,156,198754,7,1.0,0.0878,0.00283,105,3937440000,False,1.85667,1.23378,0.73813,0.108,iso_param,200000.0,,1.0,0.623
4,156,198754,17,0.9999,0.1116,0.00285,103,3937440000,False,1.8935,1.25176,0.63323,0.03971,iso_param,200000.0,,1.0,0.623
4,156,198754,99,0.9999,0.1008,0.0031,100,3937440000,False,1.84474,1.2082,0.50685,0.04762,iso_param,200000.0,,1.0,0.623
4,156,198754,256,1.0,0.0908,0.00289,99,3937440000,False,1.86621,1.158,0.67448,0.03289,iso_param,200000.0,,1.0,0.623
6,134,198598,42,0.9567,0.8339,0.12605,24,3923520000,False,0.1569,0.0983,,,iso_param,200000.0,,0.0,0.701
6,134,198598,123,0.9971,0.8517,0.00926,63,3923520000,False,0.16807,0.20215,0.06534,0.00455,iso_param,200000.0,,0.0,0.701
6,134,198598,7,0.9999,0.8523,0.00115,77,3923520000,False,0.1498,0.0707,0.03958,0.01866,iso_param,200000.0,,0.0,0.701
6,134,198598,17,0.9987,0.8527,0.00597,61,3923520000,False,0.18857,0.07432,0.05584,0.01338,iso_param,200000.0,,0.0,0.701
6,134,198598,99,0.9999,0.8526,0.00181,72,3923520000,False,0.18733,0.06469,0.0693,0.00921,iso_param,200000.0,,0.0,0.701
6,134,198598,256,0.9918,0.8443,0.02253,50,3923520000,False,0.18061,0.08714,0.03619,,iso_param,200000.0,,0.0,0.701
6,134,198598,42,0.9999,0.8154,0.00164,89,3923520000,False,0.48685,0.26511,0.13534,0.01057,iso_param,200000.0,,0.1,0.701
6,134,198598,123,0.9999,0.8165,0.00156,88,3923520000,False,0.45077,0.32017,0.11316,0.01328,iso_param,200000.0,,0.1,0.701
6,134,198598,7,1.0,0.8156,0.00117,92,3923520000,False,0.51612,0.27485,0.14887,0.02756,iso_param,200000.0,,0.1,0.701
6,134,198598,17,0.9999,0.8121,0.00323,86,3923520000,False,0.56357,0.24021,0.1341,0.02157,iso_param,200000.0,,0.1,0.701
6,134,198598,99,1.0,0.8135,0.00141,90,3923520000,False,0.48447,0.23513,0.10965,0.03111,iso_param,200000.0,,0.1,0.701
6,134,198598,256,1.0,0.8145,0.00135,90,3923520000,False,0.58082,0.36764,0.15594,0.00861,iso_param,200000.0,,0.1,0.701
6,134,198598,42,0.9999,0.6908,0.00246,90,3923520000,False,0.97753,0.58983,0.31343,0.02562,iso_param,200000.0,,0.3,0.701
6,134,198598,123,1.0,0.6869,0.00147,95,3923520000,False,1.03031,0.65409,0.27792,0.0267,iso_param,200000.0,,0.3,0.701
6,134,198598,7,1.0,0.6887,0.00187,95,3923520000,False,1.04128,0.56105,0.3921,0.04086,iso_param,200000.0,,0.3,0.701
6,134,198598,17,1.0,0.6933,0.00161,96,3923520000,False,1.06902,0.60635,0.30619,0.02381,iso_param,200000.0,,0.3,0.701
6,134,198598,99,1.0,0.6988,0.00173,94,3923520000,False,0.9906,0.57596,0.30047,0.01655,iso_param,200000.0,,0.3,0.701
6,134,198598,256,0.9999,0.7034,0.00161,98,3923520000,False,1.05764,0.55932,0.3448,0.01803,iso_param,200000.0,,0.3,0.701
6,134,198598,42,0.9999,0.4418,0.00207,103,3923520000,False,1.57347,0.98282,0.4897,0.03385,iso_param,200000.0,,0.6,0.701
6,134,198598,123,0.9999,0.4316,0.00202,100,3923520000,False,1.55021,1.03222,0.57793,0.03181,iso_param,200000.0,,0.6,0.701
6,134,198598,7,1.0,0.4494,0.00182,107,3923520000,False,1.57653,1.03314,0.52569,0.03943,iso_param,200000.0,,0.6,0.701
6,134,198598,17,1.0,0.454,0.00186,108,3923520000,False,1.55519,1.03395,0.60518,0.05892,iso_param,200000.0,,0.6,0.701
6,134,198598,99,0.9999,0.4297,0.00256,95,3923520000,False,1.63035,0.93851,0.5368,0.04801,iso_param,200000.0,,0.6,0.701
6,134,198598,256,0.9999,0.4534,0.0021,98,3923520000,False,1.54134,0.87132,0.45462,0.04083,iso_param,200000.0,,0.6,0.701
6,134,198598,42,0.9999,0.0978,0.00282,105,3923520000,False,1.98744,1.2494,0.75875,0.05518,iso_param,200000.0,,1.0,0.701
6,134,198598,123,1.0,0.0962,0.00286,105,3923520000,False,1.9617,1.42425,0.80131,0.05705,iso_param,200000.0,,1.0,0.701
6,134,198598,7,0.9999,0.0966,0.00225,106,3923520000,False,1.95693,1.32908,0.73119,0.07652,iso_param,200000.0,,1.0,0.701
6,134,198598,17,0.9999,0.1072,0.00231,104,3923520000,False,1.93578,1.38411,0.80461,0.05127,iso_param,200000.0,,1.0,0.701
6,134,198598,99,1.0,0.0978,0.00204,109,3923520000,False,1.93711,1.21667,0.79428,0.06048,iso_param,200000.0,,1.0,0.701
6,134,198598,256,1.0,0.0941,0.00288,98,3923520000,False,1.99979,1.35328,0.80995,0.03267,iso_param,200000.0,,1.0,0.701
8,120,198970,42,0.9969,0.8511,0.01159,57,3921600000,False,0.21449,0.14619,0.05928,,iso_param,200000.0,,0.0,0.515
8,120,198970,123,0.9908,0.8471,0.02517,48,3921600000,False,0.17084,0.13528,0.05422,,iso_param,200000.0,,0.0,0.515
8,120,198970,7,1.0,0.8533,0.00095,86,3921600000,False,0.21219,0.11466,0.05456,0.0053,iso_param,200000.0,,0.0,0.515
8,120,198970,17,0.9966,0.845,0.01192,55,3921600000,False,0.19297,0.14527,0.16969,,iso_param,200000.0,,0.0,0.515
8,120,198970,99,0.9998,0.8478,0.0024,72,3921600000,False,0.17503,0.10384,0.04851,0.01526,iso_param,200000.0,,0.0,0.515
8,120,198970,256,0.9998,0.8472,0.00209,73,3921600000,False,0.22115,0.11887,0.14871,0.00744,iso_param,200000.0,,0.0,0.515
8,120,198970,42,0.9999,0.8098,0.00205,89,3921600000,False,0.57083,0.3487,0.21435,0.01731,iso_param,200000.0,,0.1,0.515
8,120,198970,123,0.9999,0.8146,0.00183,88,3921600000,False,0.49667,0.31154,0.14387,0.02198,iso_param,200000.0,,0.1,0.515
8,120,198970,7,1.0,0.8118,0.00119,92,3921600000,False,0.54232,0.28122,0.22395,0.00844,iso_param,200000.0,,0.1,0.515
8,120,198970,17,1.0,0.8087,0.00132,95,3921600000,False,0.53576,0.31394,0.1558,0.01922,iso_param,200000.0,,0.1,0.515
8,120,198970,99,0.9999,0.8138,0.00139,94,3921600000,False,0.54331,0.28251,0.15988,0.07722,iso_param,200000.0,,0.1,0.515
8,120,198970,256,1.0,0.8032,0.00156,91,3921600000,False,0.53698,0.34354,0.17396,0.01263,iso_param,200000.0,,0.1,0.515
8,120,198970,42,0.9999,0.6856,0.0015,103,3921600000,False,1.07807,0.79185,0.48126,0.03333,iso_param,200000.0,,0.3,0.515
8,120,198970,123,1.0,0.6913,0.00138,100,3921600000,False,1.09229,0.69549,0.4864,0.03383,iso_param,200000.0,,0.3,0.515
8,120,198970,7,1.0,0.6906,0.00178,101,3921600000,False,1.10104,0.76594,0.49231,0.0315,iso_param,200000.0,,0.3,0.515
8,120,198970,17,1.0,0.6858,0.00231,99,3921600000,False,1.07193,0.78092,0.4216,0.03886,iso_param,200000.0,,0.3,0.515
8,120,198970,99,0.9999,0.6892,0.00192,98,3921600000,False,1.03259,0.6986,0.42583,0.02906,iso_param,200000.0,,0.3,0.515
8,120,198970,256,0.9999,0.6953,0.0017,103,3921600000,False,1.05876,0.70007,0.38091,0.03086,iso_param,200000.0,,0.3,0.515
8,120,198970,42,0.9999,0.4479,0.00247,114,3921600000,False,1.63993,1.1686,0.65845,0.0716,iso_param,200000.0,,0.6,0.515
8,120,198970,123,0.9999,0.4539,0.00348,110,3921600000,False,1.68164,1.18056,0.79172,0.09933,iso_param,200000.0,,0.6,0.515
8,120,198970,7,0.9999,0.4502,0.00331,113,3921600000,False,1.64599,1.19621,0.71584,0.08789,iso_param,200000.0,,0.6,0.515
8,120,198970,17,1.0,0.4514,0.00287,107,3921600000,False,1.64089,1.17645,0.68125,0.09778,iso_param,200000.0,,0.6,0.515
8,120,198970,99,0.9999,0.447,0.00254,107,3921600000,False,1.66796,1.21617,0.77354,0.08027,iso_param,200000.0,,0.6,0.515
8,120,198970,256,1.0,0.4445,0.00274,114,3921600000,False,1.6849,1.18827,0.79738,0.10995,iso_param,200000.0,,0.6,0.515
8,120,198970,42,0.9999,0.094,0.00455,111,3921600000,False,2.0185,1.53235,0.96947,0.16124,iso_param,200000.0,,1.0,0.515
8,120,198970,123,1.0,0.1057,0.00358,118,3921600000,False,2.06928,1.57902,1.04866,0.14012,iso_param,200000.0,,1.0,0.515
8,120,198970,7,1.0,0.1006,0.00365,116,3921600000,False,2.03676,1.53156,0.93432,0.11812,iso_param,200000.0,,1.0,0.515
8,120,198970,17,0.9999,0.1036,0.00439,112,3921600000,False,2.06149,1.58709,1.05297,0.14301,iso_param,200000.0,,1.0,0.515
8,120,198970,99,0.9999,0.1035,0.00428,110,3921600000,False,2.02053,1.5556,1.03101,0.11178,iso_param,200000.0,,1.0,0.515
8,120,198970,256,0.9999,0.0916,0.00557,110,3921600000,False,2.09934,1.64443,1.0143,0.17632,iso_param,200000.0,,1.0,0.515
12,102,199114,42,1.0,0.8459,0.00091,96,3908640000,False,0.31358,0.14975,0.18167,0.01287,iso_param,200000.0,,0.0,0.443
12,102,199114,123,0.9999,0.8446,0.00153,89,3908640000,False,0.25072,0.15778,0.12827,0.01205,iso_param,200000.0,,0.0,0.443
12,102,199114,7,1.0,0.8472,0.00088,95,3908640000,False,0.24187,0.13847,0.09508,0.0176,iso_param,200000.0,,0.0,0.443
12,102,199114,17,0.9874,0.835,0.03656,51,3908640000,False,0.27324,0.17972,0.06502,,iso_param,200000.0,,0.0,0.443
12,102,199114,99,0.978,0.8352,0.06674,41,3908640000,False,0.22337,0.16703,0.09402,,iso_param,200000.0,,0.0,0.443
12,102,199114,256,0.9996,0.8468,0.00281,78,3908640000,False,0.25092,0.1511,0.08272,0.00984,iso_param,200000.0,,0.0,0.443
12,102,199114,42,1.0,0.808,0.00234,106,3908640000,False,0.67559,0.46306,0.31303,0.06008,iso_param,200000.0,,0.1,0.443
12,102,199114,123,1.0,0.8076,0.00236,104,3908640000,False,0.61301,0.41918,0.33882,0.0538,iso_param,200000.0,,0.1,0.443
12,102,199114,7,1.0,0.802,0.00244,101,3908640000,False,0.66128,0.45334,0.39569,0.08161,iso_param,200000.0,,0.1,0.443
12,102,199114,17,1.0,0.8068,0.00255,101,3908640000,False,0.66787,0.453,0.288,0.0502,iso_param,200000.0,,0.1,0.443
12,102,199114,99,1.0,0.802,0.002,114,3908640000,False,0.64494,0.46924,0.35974,0.04749,iso_param,200000.0,,0.1,0.443
12,102,199114,256,0.9999,0.8073,0.00253,102,3908640000,False,0.66303,0.49223,0.32212,0.09515,iso_param,200000.0,,0.1,0.443
12,102,199114,42,0.9996,0.6815,0.00833,117,3908640000,False,1.23558,1.0241,0.95105,0.20452,iso_param,200000.0,,0.3,0.443
12,102,199114,123,0.9995,0.6765,0.00939,118,3908640000,False,1.23675,1.08718,0.84726,0.30154,iso_param,200000.0,,0.3,0.443
12,102,199114,7,0.9996,0.6767,0.00624,120,3908640000,False,1.25461,0.96368,0.67273,0.14753,iso_param,200000.0,,0.3,0.443
12,102,199114,17,0.9996,0.6861,0.0076,113,3908640000,False,1.21432,1.03181,0.73617,0.19005,iso_param,200000.0,,0.3,0.443
12,102,199114,99,0.999,0.6821,0.00987,120,3908640000,False,1.23666,1.04593,0.7938,0.27367,iso_param,200000.0,,0.3,0.443
12,102,199114,256,0.9991,0.6782,0.01043,120,3908640000,False,1.24102,1.04528,0.71625,0.1883,iso_param,200000.0,,0.3,0.443
12,102,199114,42,0.9976,0.4372,0.02787,120,3908640000,False,1.84163,1.6069,1.37009,0.4411,iso_param,200000.0,,0.6,0.443
12,102,199114,123,0.9966,0.4392,0.03011,120,3908640000,False,1.85372,1.62293,1.31774,0.4626,iso_param,200000.0,,0.6,0.443
12,102,199114,7,0.9973,0.4208,0.03108,120,3908640000,False,1.84883,1.6952,1.34259,0.45306,iso_param,200000.0,,0.6,0.443
12,102,199114,17,0.9954,0.4423,0.03282,120,3908640000,False,1.85228,1.66308,1.36575,0.37278,iso_param,200000.0,,0.6,0.443
12,102,199114,99,0.9958,0.4326,0.03068,120,3908640000,False,1.84416,1.63258,1.31086,0.39708,iso_param,200000.0,,0.6,0.443
12,102,199114,256,0.9951,0.4321,0.03618,118,3908640000,False,1.83401,1.65582,1.32487,0.4379,iso_param,200000.0,,0.6,0.443
12,102,199114,42,0.9865,0.0973,0.08002,120,3908640000,False,2.23799,2.11839,1.87628,0.65178,iso_param,200000.0,,1.0,0.443
12,102,199114,123,0.9848,0.0967,0.08544,120,3908640000,False,2.23403,2.11773,1.8495,0.66282,iso_param,200000.0,,1.0,0.443
12,102,199114,7,0.9871,0.0958,0.08789,120,3908640000,False,2.22665,2.1167,1.86698,0.72391,iso_param,200000.0,,1.0,0.443
12,102,199114,17,0.9876,0.1029,0.07347,120,3908640000,False,2.23095,2.07947,1.86335,0.57635,iso_param,200000.0,,1.0,0.443
12,102,199114,99,0.9898,0.1052,0.07842,120,3908640000,False,2.22906,2.13429,1.86393,0.6419,iso_param,200000.0,,1.0,0.443
12,102,199114,256,0.988,0.0871,0.08492,120,3908640000,False,2.22395,2.10556,1.86793,0.64964,iso_param,200000.0,,1.0,0.443
16,90,197290,42,1.0,0.8495,0.00133,99,3859200000,False,0.31044,0.214,0.25212,0.02925,iso_param,200000.0,,0.0,1.355
16,90,197290,123,0.9799,0.8388,0.06185,52,3859200000,False,0.29181,0.23863,0.12808,,iso_param,200000.0,,0.0,1.355
16,90,197290,7,0.9998,0.8422,0.0024,96,3859200000,False,0.34623,0.20774,0.12069,0.02118,iso_param,200000.0,,0.0,1.355
16,90,197290,17,0.9999,0.8441,0.00157,97,3859200000,False,0.3418,0.19351,0.10911,0.01398,iso_param,200000.0,,0.0,1.355
16,90,197290,99,0.9999,0.8502,0.00175,100,3859200000,False,0.31358,0.20892,0.13012,0.20144,iso_param,200000.0,,0.0,1.355
16,90,197290,256,1.0,0.8491,0.00156,102,3859200000,False,0.48372,0.20225,0.14994,0.03985,iso_param,200000.0,,0.0,1.355
16,90,197290,42,0.9984,0.7904,0.01454,116,3859200000,False,0.75975,0.60345,0.46986,0.18415,iso_param,200000.0,,0.1,1.355
16,90,197290,123,0.9992,0.7922,0.01014,119,3859200000,False,0.71422,0.58691,0.45126,0.15963,iso_param,200000.0,,0.1,1.355
16,90,197290,7,0.9994,0.8014,0.00864,120,3859200000,False,0.72565,0.62554,0.46831,0.15217,iso_param,200000.0,,0.1,1.355
16,90,197290,17,0.9984,0.7933,0.01177,115,3859200000,False,0.71596,0.56021,0.48341,0.19501,iso_param,200000.0,,0.1,1.355
16,90,197290,99,0.9991,0.8039,0.00998,120,3859200000,False,0.72449,0.63743,0.46857,0.17744,iso_param,200000.0,,0.1,1.355
16,90,197290,256,0.998,0.7995,0.01284,117,3859200000,False,0.74178,0.61401,0.45454,0.18555,iso_param,200000.0,,0.1,1.355
16,90,197290,42,0.9896,0.6578,0.04946,120,3859200000,False,1.32858,1.23524,1.04477,0.50914,iso_param,200000.0,,0.3,1.355
16,90,197290,123,0.9888,0.6663,0.06014,120,3859200000,False,1.322,1.20487,1.05589,0.55389,iso_param,200000.0,,0.3,1.355
16,90,197290,7,0.9825,0.6729,0.07314,120,3859200000,False,1.31291,1.21854,1.03199,0.51054,iso_param,200000.0,,0.3,1.355
16,90,197290,17,0.9862,0.673,0.06426,120,3859200000,False,1.30235,1.17162,0.99197,0.50243,iso_param,200000.0,,0.3,1.355
16,90,197290,99,0.9865,0.6653,0.05946,120,3859200000,False,1.30345,1.16025,1.02406,0.46473,iso_param,200000.0,,0.3,1.355
16,90,197290,256,0.9869,0.6723,0.06422,120,3859200000,False,1.36495,1.18525,1.05683,0.4856,iso_param,200000.0,,0.3,1.355
16,90,197290,42,0.9442,0.4382,0.22189,120,3859200000,False,1.92896,1.79205,1.65827,1.0036,iso_param,200000.0,,0.6,1.355
16,90,197290,123,0.9561,0.4255,0.17798,120,3859200000,False,1.92006,1.84787,1.63506,0.90389,iso_param,200000.0,,0.6,1.355
16,90,197290,7,0.948,0.4248,0.20611,120,3859200000,False,1.91432,1.82949,1.70584,1.00986,iso_param,200000.0,,0.6,1.355
16,90,197290,17,0.9477,0.4353,0.20145,120,3859200000,False,1.91156,1.80882,1.64022,0.96543,iso_param,200000.0,,0.6,1.355
16,90,197290,99,0.9525,0.4293,0.19527,120,3859200000,False,1.90349,1.78353,1.64467,0.94703,iso_param,200000.0,,0.6,1.355
16,90,197290,256,0.9427,0.4278,0.222,120,3859200000,False,1.91514,1.80788,1.67536,0.93481,iso_param,200000.0,,0.6,1.355
16,90,197290,42,0.842,0.1042,0.53897,120,3859200000,False,2.28849,2.26131,2.23467,1.63394,iso_param,200000.0,,1.0,1.355
16,90,197290,123,0.828,0.0993,0.57759,120,3859200000,False,2.29542,2.26563,2.22494,1.64745,iso_param,200000.0,,1.0,1.355
16,90,197290,7,0.8356,0.1012,0.57698,120,3859200000,False,2.28124,2.2594,2.22066,1.65094,iso_param,200000.0,,1.0,1.355
16,90,197290,17,0.8367,0.1029,0.56202,120,3859200000,False,2.28366,2.26518,2.23321,1.64325,iso_param,200000.0,,1.0,1.355
16,90,197290,99,0.8333,0.0995,0.5791,120,3859200000,False,2.28254,2.25752,2.20716,1.63209,iso_param,200000.0,,1.0,1.355
16,90,197290,256,0.8278,0.0961,0.57539,120,3859200000,False,2.28254,2.25582,2.21884,1.66439,iso_param,200000.0,,1.0,1.355
2,64,55306,42,0.9995,0.8425,0.00956,86,1098240000,False,0.27493,0.22414,0.12119,0.02373,fixed_width,,64.0,0.0,
2,64,55306,123,1.0,0.8464,0.00529,103,1098240000,False,0.28573,0.27306,0.12277,0.03109,fixed_width,,64.0,0.0,
2,64,55306,7,0.9888,0.8376,0.03779,63,1098240000,False,0.30284,0.181,0.15436,0.04615,fixed_width,,64.0,0.0,
2,64,55306,17,1.0,0.8507,0.0053,99,1098240000,False,0.33121,0.20181,0.08827,0.0237,fixed_width,,64.0,0.0,
2,64,55306,99,0.9878,0.8394,0.04363,58,1098240000,False,0.27085,0.15133,0.10649,,fixed_width,,64.0,0.0,
2,64,55306,256,0.9999,0.8476,0.00819,91,1098240000,False,0.27659,0.15634,0.12887,0.02556,fixed_width,,64.0,0.0,
2,64,55306,42,0.9974,0.7895,0.02821,120,1098240000,False,0.67754,0.53821,0.36893,0.1176,fixed_width,,64.0,0.1,
2,64,55306,123,0.9987,0.7897,0.02244,118,1098240000,False,0.67724,0.49976,0.33699,0.08783,fixed_width,,64.0,0.1,
2,64,55306,7,0.9974,0.7808,0.02642,117,1098240000,False,0.68571,0.49823,0.40281,0.11443,fixed_width,,64.0,0.1,
2,64,55306,17,0.9978,0.7843,0.02621,120,1098240000,False,0.70645,0.52375,0.39869,0.14297,fixed_width,,64.0,0.1,
2,64,55306,99,0.9981,0.776,0.02512,111,1098240000,False,0.66919,0.52515,0.39452,0.16493,fixed_width,,64.0,0.1,
2,64,55306,256,0.9976,0.7861,0.03042,117,1098240000,False,0.74754,0.55593,0.41915,0.11339,fixed_width,,64.0,0.1,
2,64,55306,42,0.9784,0.66,0.12606,120,1098240000,False,1.24226,1.06692,0.80793,0.37918,fixed_width,,64.0,0.3,
2,64,55306,123,0.9793,0.6469,0.12653,118,1098240000,False,1.26376,1.05808,0.87312,0.38075,fixed_width,,64.0,0.3,
2,64,55306,7,0.9764,0.6615,0.13437,120,1098240000,False,1.25327,1.02199,1.07466,0.42307,fixed_width,,64.0,0.3,
2,64,55306,17,0.9771,0.6477,0.13158,120,1098240000,False,1.2479,1.0219,0.94952,0.36349,fixed_width,,64.0,0.3,
2,64,55306,99,0.9792,0.6605,0.12166,120,1098240000,False,1.24205,1.06177,0.83391,0.31918,fixed_width,,64.0,0.3,
2,64,55306,256,0.9775,0.6442,0.12793,120,1098240000,False,1.27475,1.04496,0.82563,0.40178,fixed_width,,64.0,0.3,
2,64,55306,42,0.933,0.4397,0.31626,120,1098240000,False,1.825,1.61762,1.31687,0.74958,fixed_width,,64.0,0.6,
2,64,55306,123,0.9321,0.4262,0.33026,118,1098240000,False,1.81076,1.58547,1.4102,0.69027,fixed_width,,64.0,0.6,
2,64,55306,7,0.9254,0.4248,0.34628,120,1098240000,False,1.83969,1.57582,1.36056,0.75005,fixed_width,,64.0,0.6,
2,64,55306,17,0.9315,0.4532,0.31822,120,1098240000,False,1.80235,1.60447,1.34116,0.78127,fixed_width,,64.0,0.6,
2,64,55306,99,0.9332,0.4428,0.31048,120,1098240000,False,1.80994,1.5442,1.33653,0.69503,fixed_width,,64.0,0.6,
2,64,55306,256,0.9321,0.4372,0.32808,120,1098240000,False,1.83421,1.59447,1.41372,0.74164,fixed_width,,64.0,0.6,
2,64,55306,42,0.8894,0.0995,0.483,120,1098240000,False,2.13657,1.94165,1.71858,0.94558,fixed_width,,64.0,1.0,
2,64,55306,123,0.8926,0.0978,0.48267,119,1098240000,False,2.13155,1.9347,1.61525,0.9887,fixed_width,,64.0,1.0,
2,64,55306,7,0.8853,0.0895,0.49576,120,1098240000,False,2.14889,1.93691,1.6688,0.93532,fixed_width,,64.0,1.0,
2,64,55306,17,0.8913,0.1049,0.48737,120,1098240000,False,2.1489,1.91826,1.70683,1.07088,fixed_width,,64.0,1.0,
2,64,55306,99,0.8857,0.1039,0.50913,120,1098240000,False,2.16595,1.91192,1.68658,0.94527,fixed_width,,64.0,1.0,
2,64,55306,256,0.8964,0.0984,0.46794,120,1098240000,False,2.13002,1.8623,1.56082,0.99261,fixed_width,,64.0,1.0,
4,64,63882,42,1.0,0.8451,0.00239,90,1262080000,False,0.25974,0.24873,0.07886,0.03209,fixed_width,,64.0,0.0,
4,64,63882,123,0.9771,0.8366,0.06162,51,1262080000,False,0.24358,0.17447,0.10221,,fixed_width,,64.0,0.0,
4,64,63882,7,1.0,0.8456,0.00216,99,1262080000,False,0.27585,0.2007,0.10816,0.01848,fixed_width,,64.0,0.0,
4,64,63882,17,0.9999,0.846,0.00202,98,1262080000,False,0.3202,0.1505,0.07191,0.00677,fixed_width,,64.0,0.0,
4,64,63882,99,0.9959,0.8433,0.01445,65,1262080000,False,0.26972,0.28706,0.09872,0.01029,fixed_width,,64.0,0.0,
4,64,63882,256,1.0,0.8472,0.00237,85,1262080000,False,0.25334,0.13948,0.08425,0.01302,fixed_width,,64.0,0.0,
4,64,63882,42,0.9995,0.7804,0.00967,116,1262080000,False,0.67964,0.4972,0.28521,0.05991,fixed_width,,64.0,0.1,
4,64,63882,123,0.9999,0.7906,0.00821,108,1262080000,False,0.64256,0.48292,0.31695,0.07839,fixed_width,,64.0,0.1,
