depth,width,n_params,seed,final_train_acc,final_test_acc,final_train_loss,actual_epochs,flops_per_epoch,optimization_failure,loss_ep10,loss_ep20,loss_ep30,loss_ep60,regime,budget,fixed_w,corruption,param_err_pct
6,128,185866,42,0.9958,0.8543,0.01763,50,3671040000,False,0.21069,0.1301,0.0561,,fixed_width,,128.0,0.0,
6,128,185866,123,0.9998,0.8556,0.00136,81,3671040000,False,0.18276,0.1458,0.08455,0.00833,fixed_width,,128.0,0.0,
6,128,185866,7,0.999,0.852,0.00502,62,3671040000,False,0.17583,0.08586,0.09733,0.00519,fixed_width,,128.0,0.0,
6,128,185866,17,0.9961,0.8496,0.01449,49,3671040000,False,0.13539,0.11384,0.16488,,fixed_width,,128.0,0.0,
6,128,185866,99,0.9852,0.8445,0.04265,50,3671040000,False,0.16723,0.07597,0.04278,,fixed_width,,128.0,0.0,
6,128,185866,256,0.9998,0.8507,0.00396,62,3671040000,False,0.2055,0.08625,0.05569,0.0074,fixed_width,,128.0,0.0,
6,128,185866,42,0.9992,0.8085,0.00519,71,3671040000,False,0.56952,0.26039,0.14567,0.00722,fixed_width,,128.0,0.1,
6,128,185866,123,0.9998,0.8173,0.00326,80,3671040000,False,0.48335,0.35882,0.13988,0.01075,fixed_width,,128.0,0.1,
6,128,185866,7,1.0,0.8117,0.00165,87,3671040000,False,0.50325,0.38437,0.11609,0.01629,fixed_width,,128.0,0.1,
6,128,185866,17,0.9999,0.8119,0.00169,87,3671040000,False,0.47063,0.23413,0.17774,0.02224,fixed_width,,128.0,0.1,
6,128,185866,99,1.0,0.8026,0.00192,88,3671040000,False,0.54746,0.24126,0.10882,0.0062,fixed_width,,128.0,0.1,
6,128,185866,256,1.0,0.8122,0.00148,91,3671040000,False,0.50373,0.33551,0.13068,0.01122,fixed_width,,128.0,0.1,
6,128,185866,42,0.9999,0.6882,0.00218,93,3671040000,False,1.06734,0.58316,0.32529,0.029,fixed_width,,128.0,0.3,
6,128,185866,123,1.0,0.6844,0.00141,105,3671040000,False,1.04333,0.68367,0.32327,0.02079,fixed_width,,128.0,0.3,
6,128,185866,7,1.0,0.6765,0.00232,98,3671040000,False,1.05627,0.77154,0.33996,0.02409,fixed_width,,128.0,0.3,
6,128,185866,17,1.0,0.6981,0.0017,96,3671040000,False,1.0027,0.54176,0.28407,0.01359,fixed_width,,128.0,0.3,
6,128,185866,99,0.9999,0.6866,0.00182,98,3671040000,False,1.00931,0.65216,0.31122,0.01456,fixed_width,,128.0,0.3,
6,128,185866,256,1.0,0.6847,0.00213,90,3671040000,False,1.02135,0.52992,0.28634,0.01662,fixed_width,,128.0,0.3,
6,128,185866,42,0.9999,0.4461,0.0023,105,3671040000,False,1.59979,1.16894,0.59591,0.07218,fixed_width,,128.0,0.6,
6,128,185866,123,0.9999,0.4431,0.00249,102,3671040000,False,1.57826,1.05958,0.61696,0.06121,fixed_width,,128.0,0.6,
6,128,185866,7,0.9999,0.4338,0.00267,104,3671040000,False,1.60143,1.05169,0.67151,0.04504,fixed_width,,128.0,0.6,
6,128,185866,17,1.0,0.4672,0.00204,99,3671040000,False,1.60268,1.07746,0.59809,0.04759,fixed_width,,128.0,0.6,
6,128,185866,99,0.9999,0.4386,0.00226,101,3671040000,False,1.58634,0.96746,0.62444,0.03939,fixed_width,,128.0,0.6,
6,128,185866,256,0.9999,0.4388,0.00242,108,3671040000,False,1.63262,1.01142,0.55185,0.03216,fixed_width,,128.0,0.6,
6,128,185866,42,0.9999,0.1033,0.00269,105,3671040000,False,1.90354,1.28984,0.85874,0.10731,fixed_width,,128.0,1.0,
6,128,185866,123,0.9999,0.0961,0.00344,107,3671040000,False,1.93228,1.28805,0.74827,0.06019,fixed_width,,128.0,1.0,
6,128,185866,7,0.9999,0.1002,0.00283,107,3671040000,False,1.93449,1.3433,0.849,0.06247,fixed_width,,128.0,1.0,
6,128,185866,17,0.9999,0.11,0.0035,103,3671040000,False,1.99115,1.45813,0.81463,0.10161,fixed_width,,128.0,1.0,
6,128,185866,99,1.0,0.0948,0.00302,105,3671040000,False,1.9719,1.25587,0.9434,0.09151,fixed_width,,128.0,1.0,
6,128,185866,256,1.0,0.0959,0.00295,100,3671040000,False,1.91555,1.35622,0.74224,0.05972,fixed_width,,128.0,1.0,
8,128,219402,42,1.0,0.8486,0.00121,79,4326400000,False,0.1862,0.16148,0.143,0.00766,fixed_width,,128.0,0.0,
8,128,219402,123,0.9954,0.8426,0.01577,55,4326400000,False,0.22577,0.11801,0.04089,,fixed_width,,128.0,0.0,
8,128,219402,7,0.9907,0.8453,0.02852,57,4326400000,False,0.23103,0.13433,0.07033,,fixed_width,,128.0,0.0,
8,128,219402,17,0.982,0.8369,0.05676,31,4326400000,False,0.27119,0.12443,0.14773,,fixed_width,,128.0,0.0,
8,128,219402,99,0.9999,0.8545,0.00119,87,4326400000,False,0.28001,0.09323,0.11603,0.0066,fixed_width,,128.0,0.0,
8,128,219402,256,0.9859,0.8328,0.03854,47,4326400000,False,0.22331,0.14067,0.05405,,fixed_width,,128.0,0.0,
8,128,219402,42,0.9999,0.8117,0.00197,82,4326400000,False,0.50863,0.35002,0.17194,0.01747,fixed_width,,128.0,0.1,
8,128,219402,123,1.0,0.815,0.00125,90,4326400000,False,0.52335,0.26003,0.13696,0.01506,fixed_width,,128.0,0.1,
8,128,219402,7,1.0,0.8112,0.00131,89,4326400000,False,0.50506,0.29969,0.12339,0.01532,fixed_width,,128.0,0.1,
8,128,219402,17,1.0,0.8118,0.00126,88,4326400000,False,0.52974,0.38905,0.14361,0.08112,fixed_width,,128.0,0.1,
8,128,219402,99,1.0,0.8116,0.00136,94,4326400000,False,0.54855,0.32029,0.17082,0.01734,fixed_width,,128.0,0.1,
8,128,219402,256,1.0,0.8123,0.00158,88,4326400000,False,0.55743,0.30833,0.25416,0.03668,fixed_width,,128.0,0.1,
8,128,219402,42,0.9999,0.6969,0.00141,100,4326400000,False,1.07402,0.68677,0.46721,0.04678,fixed_width,,128.0,0.3,
8,128,219402,123,1.0,0.6865,0.00126,101,4326400000,False,1.10361,0.75815,0.53109,0.03199,fixed_width,,128.0,0.3,
8,128,219402,7,1.0,0.6938,0.00143,98,4326400000,False,1.04691,0.65053,0.3424,0.0401,fixed_width,,128.0,0.3,
16,36,49762,17,0.2553,0.1149,2.05751,120,960480000,False,2.30052,2.29338,2.29156,2.2389,iso_param,50000.0,,1.0,0.476
16,36,49762,256,0.2619,0.079,2.0497,120,960480000,False,2.30098,2.297,2.29276,2.24414,iso_param,50000.0,,1.0,0.476
8,128,219402,17,1.0,0.6987,0.00204,92,4326400000,False,1.00489,0.67882,0.36577,0.0233,fixed_width,,128.0,0.3,
8,128,219402,99,0.9999,0.7004,0.00175,98,4326400000,False,1.07995,0.78874,0.46351,0.02781,fixed_width,,128.0,0.3,
8,128,219402,256,0.9999,0.6945,0.0021,92,4326400000,False,1.05873,0.68876,0.39351,0.03078,fixed_width,,128.0,0.3,
8,128,219402,42,1.0,0.4562,0.00237,102,4326400000,False,1.65766,1.19727,0.65841,0.10458,fixed_width,,128.0,0.6,
8,128,219402,123,0.9999,0.4392,0.00208,109,4326400000,False,1.63095,1.15281,0.59885,0.07002,fixed_width,,128.0,0.6,
8,128,219402,7,0.9999,0.4461,0.0027,102,4326400000,False,1.6453,1.22528,0.68395,0.098,fixed_width,,128.0,0.6,
8,128,219402,17,1.0,0.4698,0.00208,103,4326400000,False,1.68146,1.17178,0.60464,0.06157,fixed_width,,128.0,0.6,
8,128,219402,99,0.9999,0.4516,0.00233,100,4326400000,False,1.68375,1.17078,0.69881,0.07701,fixed_width,,128.0,0.6,
8,128,219402,256,0.9999,0.4571,0.00284,99,4326400000,False,1.67858,1.28295,0.78828,0.07308,fixed_width,,128.0,0.6,
8,128,219402,42,0.9999,0.0993,0.00256,108,4326400000,False,2.06814,1.55383,0.9088,0.09279,fixed_width,,128.0,1.0,
8,128,219402,123,0.9999,0.1005,0.00311,107,4326400000,False,2.0717,1.59958,0.87122,0.0791,fixed_width,,128.0,1.0,
8,128,219402,7,0.9999,0.1022,0.00258,108,4326400000,False,2.00597,1.48532,0.92407,0.10663,fixed_width,,128.0,1.0,
8,128,219402,17,0.9999,0.1045,0.00338,104,4326400000,False,2.07568,1.5243,0.93471,0.11051,fixed_width,,128.0,1.0,
8,128,219402,99,0.9999,0.0984,0.00367,115,4326400000,False,2.05937,1.50506,1.00132,0.10315,fixed_width,,128.0,1.0,
8,128,219402,256,1.0,0.0921,0.00335,103,4326400000,False,2.05657,1.56578,1.07346,0.09297,fixed_width,,128.0,1.0,
12,128,286474,42,0.9961,0.8433,0.01438,61,5637120000,False,0.23531,0.15906,0.07657,0.01327,fixed_width,,128.0,0.0,
12,128,286474,123,1.0,0.8519,0.00124,89,5637120000,False,0.2785,0.1345,0.09343,0.01602,fixed_width,,128.0,0.0,
12,128,286474,7,0.9999,0.854,0.00143,84,5637120000,False,0.22255,0.1514,0.19199,0.05379,fixed_width,,128.0,0.0,
12,128,286474,17,0.9997,0.8544,0.00261,80,5637120000,False,0.22046,0.18152,0.07455,0.02034,fixed_width,,128.0,0.0,
12,128,286474,99,0.9985,0.8526,0.00598,71,5637120000,False,0.28938,0.14599,0.06572,0.00883,fixed_width,,128.0,0.0,
12,128,286474,256,0.988,0.84,0.03696,43,5637120000,False,0.23329,0.11075,0.07193,,fixed_width,,128.0,0.0,
12,128,286474,42,1.0,0.8117,0.00128,98,5637120000,False,0.64732,0.40638,0.28376,0.03245,fixed_width,,128.0,0.1,
12,128,286474,123,1.0,0.8076,0.00115,98,5637120000,False,0.62147,0.43584,0.28003,0.022,fixed_width,,128.0,0.1,
12,128,286474,7,1.0,0.8098,0.00132,98,5637120000,False,0.62519,0.41876,0.34238,0.02743,fixed_width,,128.0,0.1,
12,128,286474,17,1.0,0.8108,0.00109,101,5637120000,False,0.67297,0.38135,0.26845,0.03018,fixed_width,,128.0,0.1,
12,128,286474,99,1.0,0.8003,0.00106,104,5637120000,False,0.61625,0.39644,0.29244,0.04786,fixed_width,,128.0,0.1,
12,128,286474,256,1.0,0.8111,0.00116,109,5637120000,False,0.63266,0.44735,0.37778,0.04339,fixed_width,,128.0,0.1,
12,128,286474,42,0.9998,0.6869,0.00285,104,5637120000,False,1.26368,0.89527,0.62591,0.1063,fixed_width,,128.0,0.3,
12,128,286474,123,1.0,0.6864,0.00204,109,5637120000,False,1.20666,0.98511,0.72256,0.08929,fixed_width,,128.0,0.3,
12,128,286474,7,0.9999,0.7029,0.00253,111,5637120000,False,1.22818,0.95087,0.72199,0.10842,fixed_width,,128.0,0.3,
12,128,286474,17,1.0,0.6971,0.00184,109,5637120000,False,1.16688,0.90139,0.59984,0.09299,fixed_width,,128.0,0.3,
12,128,286474,99,0.9999,0.693,0.00238,107,5637120000,False,1.17281,0.91032,0.64385,0.1238,fixed_width,,128.0,0.3,
12,128,286474,256,0.9998,0.6975,0.00251,113,5637120000,False,1.19657,0.91939,0.64843,0.09654,fixed_width,,128.0,0.3,
12,128,286474,42,0.9996,0.453,0.00621,120,5637120000,False,1.81432,1.53197,1.08859,0.24416,fixed_width,,128.0,0.6,
12,128,286474,123,0.9996,0.4515,0.00515,120,5637120000,False,1.81276,1.51235,1.10625,0.22987,fixed_width,,128.0,0.6,
12,128,286474,7,0.9997,0.4467,0.00748,115,5637120000,False,1.80781,1.51456,1.15982,0.2381,fixed_width,,128.0,0.6,
12,128,286474,17,0.9999,0.4425,0.00496,114,5637120000,False,1.8144,1.54409,1.14879,0.21,fixed_width,,128.0,0.6,
12,128,286474,99,0.9999,0.4364,0.00438,118,5637120000,False,1.80483,1.55469,1.17497,0.22925,fixed_width,,128.0,0.6,
12,128,286474,256,0.9999,0.4471,0.00453,113,5637120000,False,1.816,1.51631,1.17779,0.20665,fixed_width,,128.0,0.6,
12,128,286474,42,0.9998,0.1055,0.01111,120,5637120000,False,2.20746,2.01754,1.67008,0.37538,fixed_width,,128.0,1.0,
12,128,286474,123,0.9997,0.0923,0.00825,120,5637120000,False,2.22229,2.01659,1.60622,0.31634,fixed_width,,128.0,1.0,
12,128,286474,7,0.9996,0.0927,0.01439,120,5637120000,False,2.22235,2.03958,1.63703,0.37542,fixed_width,,128.0,1.0,
12,128,286474,17,0.9989,0.1076,0.01392,120,5637120000,False,2.18882,1.98796,1.6156,0.32503,fixed_width,,128.0,1.0,
12,128,286474,99,0.9995,0.0998,0.01192,120,5637120000,False,2.23987,2.04872,1.74054,0.37647,fixed_width,,128.0,1.0,
12,128,286474,256,0.9993,0.0913,0.01449,120,5637120000,False,2.21836,2.01032,1.6982,0.37624,fixed_width,,128.0,1.0,
16,128,353546,42,0.9999,0.8507,0.00212,86,6947840000,False,0.32308,0.20213,0.11876,0.03552,fixed_width,,128.0,0.0,
16,128,353546,123,0.982,0.8338,0.05627,52,6947840000,False,0.30919,0.19218,0.09466,,fixed_width,,128.0,0.0,
16,128,353546,7,0.9833,0.837,0.05071,58,6947840000,False,0.28329,0.19534,0.07947,,fixed_width,,128.0,0.0,
16,128,353546,17,0.9999,0.8519,0.00149,91,6947840000,False,0.31145,0.19473,0.16448,0.01381,fixed_width,,128.0,0.0,
16,128,353546,99,1.0,0.8539,0.00133,89,6947840000,False,0.28835,0.21691,0.1179,0.03868,fixed_width,,128.0,0.0,
16,128,353546,256,1.0,0.8518,0.00093,100,6947840000,False,0.31466,0.21793,0.11184,0.04167,fixed_width,,128.0,0.0,
16,128,353546,42,1.0,0.8055,0.00181,114,6947840000,False,0.69509,0.58764,0.41836,0.15742,fixed_width,,128.0,0.1,
16,128,353546,123,0.9999,0.8056,0.00202,113,6947840000,False,0.71273,0.56192,0.45694,0.10863,fixed_width,,128.0,0.1,
16,128,353546,7,1.0,0.8087,0.00197,107,6947840000,False,0.66061,0.4896,0.36252,0.07871,fixed_width,,128.0,0.1,
16,128,353546,17,1.0,0.8039,0.00178,111,6947840000,False,0.6854,0.48679,0.4526,0.1546,fixed_width,,128.0,0.1,
16,128,353546,99,1.0,0.8055,0.00177,104,6947840000,False,0.66316,0.52674,0.39093,0.06936,fixed_width,,128.0,0.1,
16,128,353546,256,0.9999,0.8069,0.00265,108,6947840000,False,0.68716,0.51626,0.44418,0.10566,fixed_width,,128.0,0.1,
16,128,353546,42,0.9994,0.6843,0.00634,119,6947840000,False,1.28553,1.17763,0.98992,0.32026,fixed_width,,128.0,0.3,
16,128,353546,123,0.9998,0.6855,0.00658,115,6947840000,False,1.27429,1.09444,0.93681,0.28863,fixed_width,,128.0,0.3,
16,128,353546,7,0.9995,0.6798,0.00694,117,6947840000,False,1.26053,1.07695,0.87841,0.24124,fixed_width,,128.0,0.3,
16,128,353546,17,0.9996,0.6853,0.00675,120,6947840000,False,1.25706,1.0775,0.95826,0.27465,fixed_width,,128.0,0.3,
16,128,353546,99,0.9994,0.6828,0.006,116,6947840000,False,1.28055,1.11983,0.90845,0.26952,fixed_width,,128.0,0.3,
16,128,353546,256,0.9994,0.683,0.00785,119,6947840000,False,1.29094,1.19134,0.93592,0.32283,fixed_width,,128.0,0.3,
16,128,353546,42,0.993,0.424,0.03981,120,6947840000,False,1.88189,1.73957,1.55309,0.56365,fixed_width,,128.0,0.6,
16,128,353546,123,0.9949,0.4245,0.03059,119,6947840000,False,1.89046,1.78684,1.47611,0.52919,fixed_width,,128.0,0.6,
16,128,353546,7,0.9957,0.4283,0.03368,120,6947840000,False,1.89393,1.73652,1.54428,0.6272,fixed_width,,128.0,0.6,
16,128,353546,17,0.9941,0.4262,0.0374,120,6947840000,False,1.87769,1.75252,1.581,0.57278,fixed_width,,128.0,0.6,
16,128,353546,99,0.9966,0.4092,0.02671,120,6947840000,False,1.88317,1.75105,1.62193,0.62521,fixed_width,,128.0,0.6,
16,128,353546,256,0.9949,0.4107,0.02955,120,6947840000,False,1.8743,1.75198,1.55139,0.5284,fixed_width,,128.0,0.6,
16,128,353546,42,0.9791,0.0993,0.1097,120,6947840000,False,2.27423,2.23261,2.0947,1.17957,fixed_width,,128.0,1.0,
16,128,353546,123,0.9815,0.0973,0.09924,120,6947840000,False,2.27752,2.22889,2.13786,1.08308,fixed_width,,128.0,1.0,
16,128,353546,7,0.9823,0.0992,0.09449,120,6947840000,False,2.26708,2.21664,2.11704,1.08938,fixed_width,,128.0,1.0,
16,128,353546,17,0.9781,0.1122,0.10685,120,6947840000,False,2.26731,2.20421,2.10008,1.12124,fixed_width,,128.0,1.0,
16,128,353546,99,0.9787,0.1027,0.1031,120,6947840000,False,2.26327,2.21576,2.09084,1.0797,fixed_width,,128.0,1.0,
16,128,353546,256,0.9815,0.0958,0.10152,120,6947840000,False,2.27933,2.22053,2.10993,1.20102,fixed_width,,128.0,1.0,
